trial_id,condition,image_A,image_B,visual_A,visual_B,graph_A,graph_B,visual_similarity_score,graph_similarity_score,screening_score,is_practice
hdbscan_best_VpSp_0038,VpSp,LD_45_UPPER_WELD_Rd_A_33_facade.jpg,LD_45_UPPER_WELD_Rd_A_30_facade.jpg,6,6,14,14,1.0,0.9984,50,False
hdbscan_best_VpSp_0058,VpSp,CT_26_KEONG_SAIK_B_Rd_25_facade.jpg,BQ_03_NORTH BRIDGE Rd_03_facade.jpg,12,12,13,13,0.9886,0.6742,50,False
hdbscan_best_VpSp_0114,VpSp,CT_59_TRAS_A_St_12_facade.jpg,CT_28_KRETA_AYER_Rd_20_facade.jpg,14,14,27,27,0.9999,0.8309,100,False
hdbscan_best_VnSn_0589,VnSn,CT_27_KEONG_SAIK_Rd_02_facade.jpg,CT_60_TRAS_B_St_07_facade.jpg,7,23,10,21,0.9932,-0.0457,50,False
hdbscan_best_VpSn_0295,VpSn,CT_12_CANTONMENT_Rd_22_facade.jpg,CT_46_SOUTH_BRIDGE_Rd_B_45_facade.jpg,25,25,5,18,0.9998,0.104,50,False
hdbscan_best_VnSp_0396,VnSp,LD_08_ CLIVE_St_B_03_facade.jpg,LD_38_Serangoon Rd_A_18_facade.jpg,19,28,2,2,0.9919,0.9884,100,False
hdbscan_best_VpSn_0294,VpSn,KG_27_North Bridge Rd_A_37_facade.jpg,KG_27_North Bridge Rd_A_39_facade.jpg,6,6,6,7,1.0,0.599,100,False
hdbscan_best_VpSp_0042,VpSp,LD_18_DUNLOP_St_B_12_facade.jpg,LD_24_Kerbau Rd_A_26_facade.jpg,17,17,6,6,0.9999,0.7357,100,False
hdbscan_best_VpSp_0064,VpSp,KG_03_Arab St_A_37_facade.jpg,KG_11_Haji Lane_A_28_facade.jpg,2,2,2,2,1.0,0.9675,100,False
hdbscan_best_VpSn_0225,VpSn,KG_04_Arab St_B_21_facade.jpg,KG_27_North Bridge Rd_A_39_facade.jpg,6,6,5,7,1.0,0.6167,100,False
hdbscan_best_VpSp_0144,VpSp,KG_12_Haji Lane_B_02_facade.jpg,KG_11_Haji Lane_A_04_facade.jpg,24,24,2,2,0.9997,0.8533,50,False
hdbscan_best_VnSn_0466,VnSn,LD_18_DUNLOP_St_B_45_facade.jpg,CT_11_BUKIT_PASOH_A_Rd_05_facade.jpg,27,15,12,25,0.949,-0.1345,100,False
hdbscan_best_VnSp_0406,VnSp,CT_16_CRAIG_Rd_A_12_facade.jpg,CT_47_STANLEY_St_07_facade.jpg,29,22,19,19,0.9694,0.6792,100,False
hdbscan_best_VnSp_0408,VnSp,CT_01_AMOY_A_St_14_facade.jpg,CT_10_BUKIT_PASOH_B_Rd_14_facade.jpg,29,9,23,23,0.9615,0.4937,50,False
hdbscan_best_VpSp_0074,VpSp,LD_44_UPPER_DICKSON_Rd_B_02_facade.jpg,KG_24_Kandahar St_1_facade.jpg,18,18,23,23,0.9998,0.9379,100,False
hdbscan_best_VnSn_0488,VnSn,LD_25_Kerbau Rd_B_14_facade.jpg,BQ_02_CIRCULAR Rd_B_36_facade.jpg,27,12,2,6,0.979,0.0716,100,False
hdbscan_best_VpSn_0154,VpSn,BQ_07_BOAT QUEY_01_facade.jpg,KG_23_Jalan Sultan_42_facade.jpg,7,7,5,27,0.9994,0.0821,100,False
hdbscan_best_VnSp_0415,VnSp,LD_39_Serangoon Rd_B_31_facade.jpg,LD_48_VEERASAMY_Rd_B_03_facade.jpg,29,12,5,5,0.9609,0.6315,50,False
hdbscan_best_VnSn_0578,VnSn,CT_59_TRAS_A_St_24_facade.jpg,LD_39_Serangoon Rd_B_78_facade.jpg,23,28,21,1,0.9412,-0.1747,100,False
hdbscan_best_VpSp_0036,VpSp,CT_40_PECKSEAH_St_05_facade.jpg,CT_40_PECKSEAH_St_10_facade.jpg,5,5,23,23,1.0,1.0,100,False
hdbscan_best_VnSp_0346,VnSp,KG_11_Haji Lane_A_16_facade.jpg,LD_22_Japan Besar Rd_A_11_facade.jpg,19,27,1,1,0.993,0.9442,100,False
hdbscan_best_VnSp_0435,VnSp,KG_11_Haji Lane_A_06_facade.jpg,LD_17_DUNLOP_St_A_03_facade.jpg,24,19,5,5,0.9978,0.7223,50,False
hdbscan_best_VnSn_0455,VnSn,KG_23_Jalan Sultan_52_facade.jpg,CT_14_CLUB_B_St_29_facade.jpg,12,23,27,5,0.9458,-0.256,100,False
hdbscan_best_VnSn_0463,VnSn,CT_14_CLUB_B_St_07_facade.jpg,CT_25_KEONG_SAIK_A_Rd_27_facade.jpg,25,8,2,21,0.978,-0.5305,100,False
hdbscan_best_VpSp_0101,VpSp,CT_59_TRAS_A_St_09_facade.jpg,CT_28_KRETA_AYER_Rd_14_facade.jpg,14,14,27,27,1.0,0.7782,100,False
hdbscan_best_VnSn_0489,VnSn,CT_17_CRAIG_Rd_B_09_facade.jpg,CT_38_PAGODA_A_St_07_facade.jpg,23,19,21,6,0.9682,-0.0949,100,False
hdbscan_best_VnSp_0399,VnSp,KG_10_Bussorsh St_B_24_facade.jpg,KG_27_North Bridge Rd_A_44_facade.jpg,30,23,6,6,0.9801,0.1886,50,False
hdbscan_best_VnSp_0356,VnSp,LD_14_DESKER_Rd_B_10_facade.jpg,KG_11_Haji Lane_A_08_facade.jpg,24,12,6,6,0.9945,0.3588,50,False
hdbscan_best_VnSp_0450,VnSp,KG_08_Beach Rd_32_facade.jpg,KG_23_Jalan Sultan_17_facade.jpg,27,3,1,1,0.9782,1.0,100,False
hdbscan_best_VpSn_0266,VpSn,LD_37_ROWELL_Rd_B_51_facade.jpg,LD_37_ROWELL_Rd_B_41_facade.jpg,11,11,6,1,0.9999,0.1546,100,False
hdbscan_best_VpSn_0180,VpSn,CT_54_TEMPLE_A_St_10_facade.jpg,CT_26_KEONG_SAIK_B_Rd_16_facade.jpg,13,13,23,13,0.9996,0.4699,100,False
hdbscan_best_VnSn_0584,VnSn,CT_43_SMITH_B_St_04_facade.jpg,L35_facade.jpg,23,2,19,1,0.9015,-0.2724,50,False
hdbscan_best_VnSn_0452,VnSn,KG_01_Aliwal St_A_10_facade.jpg,LD_45_UPPER_WELD_Rd_A_38_facade.jpg,10,27,14,6,0.9754,-0.2198,100,False
hdbscan_best_VpSp_0041,VpSp,CT_61_TRENGGANU_A_St_13_facade.jpg,CT_32_MOSQUE_B_St_21_facade.jpg,22,22,26,26,0.9998,0.9673,50,False
hdbscan_best_VpSn_0182,VpSn,KG_01_Aliwal St_A_5_facade.jpg,KG_14_Jalan Klapa_B_6_facade.jpg,10,10,14,17,0.9998,0.3433,100,False
hdbscan_best_VpSp_0005,VpSp,CT_25_KEONG_SAIK_A_Rd_32_facade.jpg,CT_25_KEONG_SAIK_A_Rd_31_facade.jpg,8,8,21,21,1.0,0.9995,100,False
hdbscan_best_VnSp_0371,VnSp,LD_09_CUFF_Rd_A_21_facade.jpg,LD_18_DUNLOP_St_B_16_facade.jpg,12,17,6,6,0.9829,0.9138,100,False
hdbscan_best_VpSp_0128,VpSp,CT_18_DUXTON_A_Rd_13_facade.jpg,CT_31_MOSQUE_A_St_03_facade.jpg,22,22,26,26,0.9995,0.9454,50,False
hdbscan_best_VnSn_0558,VnSn,CT_60_TRAS_B_St_02_facade.jpg,CT_64_UPPER_CROSS_St_01_facade.jpg,22,29,23,19,0.9609,0.051,100,False
hdbscan_best_VpSn_0275,VpSn,CT_25_KEONG_SAIK_A_Rd_34_facade.jpg,KG_01_Aliwal St_A_12_facade.jpg,8,8,21,14,1.0,0.0398,100,False
hdbscan_best_VnSn_0527,VnSn,CT_59_TRAS_A_St_14_facade.jpg,KG_11_Haji Lane_A_08_facade.jpg,14,12,27,6,0.9332,-0.3404,100,False
hdbscan_best_VpSp_0106,VpSp,LD_11_DALHOUSIE LANE_A_07_facade.jpg,KG_11_Haji Lane_A_13_facade.jpg,30,30,2,2,0.9992,0.9884,50,False
hdbscan_best_VpSp_0137,VpSp,KG_22_Jalan Pisang_B_3_facade.jpg,LD_17_DUNLOP_St_A_46_facade.jpg,20,20,2,2,0.9999,0.8949,50,False
hdbscan_best_VpSn_0239,VpSn,KG_24_Kandahar St_6_facade.jpg,LD_48_VEERASAMY_Rd_B_09_facade.jpg,16,16,14,20,0.9993,0.334,100,False
hdbscan_best_VpSp_0075,VpSp,LD_37_ROWELL_Rd_B_51_facade.jpg,LD_13_DESKER_Rd_A_16_facade.jpg,11,11,6,6,0.9999,0.7376,50,False
hdbscan_best_VpSp_0019,VpSp,CT_42_SMITH_A_St_09_facade.jpg,CT_54_TEMPLE_A_St_18_facade.jpg,13,13,19,19,0.9997,0.9692,100,False
hdbscan_best_VnSp_0373,VnSp,CT_03_AMOY_St_02_facade.jpg,CT_14_CLUB_B_St_29_facade.jpg,13,23,5,5,0.9987,0.1662,50,False
hdbscan_best_VpSn_0176,VpSn,KG_04_Arab St_B_47_facade.jpg,LD_17_DUNLOP_St_A_46_facade.jpg,20,20,1,2,1.0,0.6576,80,False
hdbscan_best_VnSp_0304,VnSp,LD_08_ CLIVE_St_B_02_facade.jpg,LD_17_DUNLOP_St_A_28_facade.jpg,12,27,2,2,0.9944,1.0,100,False
hdbscan_best_VpSn_0267,VpSn,LD_44_UPPER_DICKSON_Rd_B_02_facade.jpg,LD_13_DESKER_Rd_A_13_facade.jpg,18,18,23,20,0.9987,0.0347,100,False
hdbscan_best_VpSp_0094,VpSp,LD_18_DUNLOP_St_B_70_facade.jpg,LD_17_DUNLOP_St_A_43_facade.jpg,19,19,2,2,0.9994,0.9938,100,False
hdbscan_best_VpSp_0023,VpSp,KG_01_Aliwal St_A_6_facade.jpg,KG_01_Aliwal St_A_10_facade.jpg,10,10,14,14,1.0,1.0,100,False
hdbscan_best_VpSp_0025,VpSp,CT_28_KRETA_AYER_Rd_14_facade.jpg,CT_28_KRETA_AYER_Rd_16_facade.jpg,14,14,27,27,1.0,1.0,100,False
hdbscan_best_VnSn_0532,VnSn,LD_02_Buffalo Rd_32_facade.jpg,LD_12_DALHOUSIE LANE_B_16_facade.jpg,16,27,23,5,0.9708,0.066,100,False
hdbscan_best_VnSp_0325,VnSp,BQ_07_BOAT QUEY_57_facade.jpg,CT_25_KEONG_SAIK_A_Rd_36_facade.jpg,30,12,5,5,0.9674,0.4557,50,False
hdbscan_best_VpSp_0083,VpSp,LD_15_DICKSON_Rd_A_08_facade.jpg,LD_04_CAMPBELL_LANE_B_14_facade.jpg,11,11,6,6,0.9999,0.8899,100,False
hdbscan_best_VnSp_0385,VnSp,LD_22_Japan Besar Rd_A_21_facade.jpg,KG_31_Sultan Gate_B_5_facade.jpg,2,29,6,6,0.9542,0.5894,50,False
hdbscan_best_VpSp_0028,VpSp,KG_03_Arab St_A_37_facade.jpg,KG_03_Arab St_A_33_facade.jpg,2,2,2,2,1.0,0.6693,50,False
hdbscan_best_VpSp_0117,VpSp,LD_17_DUNLOP_St_A_36_facade.jpg,KG_10_Bussorsh St_B_5_facade.jpg,25,25,1,1,0.9997,0.9718,100,False
hdbscan_best_VpSn_0168,VpSn,LD_24_Kerbau Rd_A_05_facade.jpg,KG_01_Aliwal St_A_7_facade.jpg,10,10,23,14,0.9999,0.3278,100,False
hdbscan_best_VpSn_0287,VpSn,CT_54_TEMPLE_A_St_04_facade.jpg,CT_13_CLUB_A_St_14_facade.jpg,13,13,19,4,0.9997,-0.1141,100,False
hdbscan_best_VnSp_0312,VnSp,CT_47_STANLEY_St_03_facade.jpg,CT_02_AMOY_B_St_03_facade.jpg,23,29,18,18,0.9747,0.8901,100,False
hdbscan_best_VnSp_0362,VnSp,CT_08_ANN_SIANG_Rd_B_21_facade.jpg,CT_54_TEMPLE_A_St_03_facade.jpg,23,13,19,19,0.9974,0.8795,100,False
hdbscan_best_VpSp_0016,VpSp,LD_39_Serangoon Rd_B_76_facade.jpg,LD_01_Belicose Ln_12_facade.jpg,26,26,2,2,0.9994,0.9273,100,False
hdbscan_best_VpSp_0124,VpSp,KG_27_North Bridge Rd_A_11_facade.jpg,CT_03_AMOY_St_01_facade.jpg,13,13,5,5,0.9999,1.0,100,False
hdbscan_best_VnSp_0434,VnSp,KG_10_Bussorsh St_B_22_facade.jpg,LD_19_HASTINGS ROAD_02_facade.jpg,30,29,6,6,0.9903,0.4905,50,False
